label,group,solver,oracle,seed,budget,episodes_per_entry,iteration,population,exploitability,entropy0,entropy1,value,empirical_value,oracle_seconds,wall_seconds,evaluation_episodes
self_play_s0,self_play,self_play,q_learning,0,5000,2000,1,2,0.9166666666666665,-0.0,-0.0,0.12500000000000006,0.1295,0.4681914510001661,0.4766324510001141,2000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,2,3,0.8333333333333333,-0.0,-0.0,-0.16666666666666663,-0.21849999999999997,0.4576215439992666,0.46484207000139577,8000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,3,4,0.33333333333333337,-0.0,-0.0,-0.08333333333333331,-0.11599999999999999,0.41107781500068086,0.4214364880008361,18000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,4,5,0.8333333333333333,-0.0,-0.0,0.16666666666666669,0.181,0.382111471000826,0.3923825620004209,32000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,5,6,1.0833333333333333,-0.0,-0.0,0.5,0.4885,0.42595428899949184,0.442802292000124,50000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,6,7,0.6666666666666667,-0.0,-0.0,-0.33333333333333326,-0.308,0.42466928499925416,0.4491812719988957,72000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,7,8,0.33333333333333337,-0.0,-0.0,0.08333333333333334,0.1685,0.4106181030001608,0.42660219199933636,98000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,8,9,0.9166666666666667,-0.0,-0.0,0.0,-0.006999999999999999,0.41942310699960217,0.4374633269999322,128000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,9,10,1.25,-0.0,-0.0,0.75,0.7955,0.4444892159990559,0.46539471999858506,162000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,10,11,0.6666666666666666,-0.0,-0.0,-0.41666666666666674,-0.42350000000000004,0.43180984999889915,0.45503851600005873,200000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,11,12,0.5833333333333334,-0.0,-0.0,0.25,0.2835,0.41882217500096885,0.44647332200111123,242000
self_play_s0,self_play,self_play,q_learning,0,5000,2000,12,13,1.0833333333333335,-0.0,-0.0,-0.33333333333333337,-0.313,0.49129189400082396,0.5205333479989349,288000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,1,2,0.9166666666666665,-0.0,-0.0,0.12500000000000006,0.1465,0.6786902469993947,0.6933954660016752,2000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,2,3,0.6666666666666666,-0.0,-0.0,-0.3333333333333333,-0.3355,0.7342134959999385,0.7482823469999857,8000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,3,4,0.33333333333333337,-0.0,-0.0,0.16666666666666669,0.135,0.6559001250006986,0.6737135000003036,18000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,4,5,0.6666666666666667,-0.0,-0.0,0.0,-0.013000000000000001,0.43172865199994703,0.44231449799917755,32000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,5,6,0.9166666666666666,-0.0,-0.0,0.5,0.47800000000000004,0.42003167100119754,0.43250004800029274,50000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,6,7,0.6666666666666667,-0.0,-0.0,-0.33333333333333326,-0.4625,0.43163731599997845,0.44608877100108657,72000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,7,8,0.33333333333333337,-0.0,-0.0,0.08333333333333334,0.11000000000000001,0.4078252719991724,0.42953003799993894,98000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,8,9,0.9166666666666667,-0.0,-0.0,0.0,0.023,0.41701746199942136,0.4359637979996478,128000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,9,10,1.25,-0.0,-0.0,0.75,0.7495,0.4471199319996231,0.46768124799928046,162000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,10,11,0.6666666666666666,-0.0,-0.0,-0.5,-0.554,0.39716747700003907,0.42002713800138736,200000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,11,12,0.5,-0.0,-0.0,0.16666666666666666,0.1585,0.3979825160004111,0.42364952100069786,242000
self_play_s1,self_play,self_play,q_learning,1,5000,2000,12,13,1.0833333333333335,-0.0,-0.0,-0.33333333333333337,-0.332,0.4279005899988988,0.4565379790001316,288000
self_play_s2,self_play,self_play,q_learning,2,5000,2000,1,2,0.9166666666666665,-0.0,-0.0,0.12500000000000006,0.14650000000000002,0.4323351000002731,0.4433797689998755,2000
