label,group,solver,oracle,seed,budget,episodes_per_entry,iteration,population,exploitability,entropy0,entropy1,value,empirical_value,oracle_seconds,wall_seconds,evaluation_episodes
full_s0,full,nash,q_learning,0,5000,2000,1,2,0.9166666666666665,-0.0,-0.0,0.12500000000000006,0.1295,0.4591016890008177,0.47600196600069467,2000
full_s0,full,nash,q_learning,0,5000,2000,2,3,0.8333333333333333,-0.0,-0.0,-0.16666666666666663,-0.21849999999999997,0.47220263100098236,0.4835465510004724,8000
full_s0,full,nash,q_learning,0,5000,2000,3,4,0.33333333333333337,-0.0,-0.0,-0.08333333333333331,-0.11599999999999999,0.37595087199952104,0.38934555199921306,18000
full_s0,full,nash,q_learning,0,5000,2000,4,5,0.2828162433807255,0.8537151785676522,0.9113678119537749,0.06203321135261167,0.04271020778235539,0.4085921550013154,0.42208570100046927,32000
full_s0,full,nash,q_learning,0,5000,2000,5,6,0.1423959351274033,0.9516466727386389,1.0730077762123016,-0.010917776008594893,0.002517566677508245,0.4454008029988472,0.4655782710015046,50000
full_s0,full,nash,q_learning,0,5000,2000,6,7,0.08909409030079637,1.0702323709167956,1.084499245737378,-0.04283499331856061,-0.03552325781718456,0.4120780299999751,0.43217522899976757,72000
full_s0,full,nash,q_learning,0,5000,2000,7,8,0.08909409030079635,1.0702323709167956,1.084499245737378,-0.04283499331856062,-0.03552325781718456,0.5383437869986665,0.5565128620000905,98000
full_s0,full,nash,q_learning,0,5000,2000,8,9,0.08909409030079642,1.0702323709167956,1.084499245737378,-0.04283499331856061,-0.03552325781718456,0.427468083000349,0.4487251499995182,128000
full_s0,full,nash,q_learning,0,5000,2000,9,10,0.06231724205940875,1.0082664383021422,0.8009070806758201,-0.05714983297238079,-0.05164795161041366,0.4179432380005892,0.44422389200008183,162000
full_s0,full,nash,q_learning,0,5000,2000,10,11,0.04057968153551635,0.9906013418412813,0.7537743010346216,-0.05676436085412152,-0.0481884386895099,0.4248363549995702,0.4541809940001258,200000
full_s0,full,nash,q_learning,0,5000,2000,11,12,0.020652965953001826,1.0898869392800343,0.922879959191304,-0.05512961475371433,-0.0468718230210191,0.3947972950008989,0.4251241760011908,242000
full_s0,full,nash,q_learning,0,5000,2000,12,13,0.020323234920551034,1.3417244204311238,1.0062112451290717,-0.05563361660633904,-0.04727121366911675,0.45145819899880735,0.48476832099913736,288000
full_s1,full,nash,q_learning,1,5000,2000,1,2,0.9166666666666665,-0.0,-0.0,0.12500000000000006,0.1465,0.4392199840003741,0.4542623889992683,2000
full_s1,full,nash,q_learning,1,5000,2000,2,3,0.6666666666666666,-0.0,-0.0,-0.3333333333333333,-0.3355,0.458636833998753,0.4700375720003649,8000
full_s1,full,nash,q_learning,1,5000,2000,3,4,0.36037079953650064,0.11445670361618454,0.6836098468925587,0.1660369412081688,0.1230521436848204,0.4161870009993436,0.42995338600121613,18000
full_s1,full,nash,q_learning,1,5000,2000,4,5,0.33333333333333337,-0.0,-0.0,-5.551115123125783e-17,-0.013000000000000001,0.40669388699825504,0.42340083599992795,32000
full_s1,full,nash,q_learning,1,5000,2000,5,6,0.1674659773738149,0.9126599421115548,1.0935196109092666,0.00684282535179459,0.009368697392768029,0.6184546640015469,0.640928830998746,50000
full_s1,full,nash,q_learning,1,5000,2000,6,7,0.09269972197618344,0.7539286462615176,1.0636594513463646,-0.03711379042957429,-0.02704974288947938,0.6532878020007047,0.6818901259994163,72000
full_s1,full,nash,q_learning,1,5000,2000,7,8,0.09674573241554198,0.9134717425867167,1.3029534475835114,-0.03811316195645217,-0.03139092700161013,0.6109970859997702,0.6493056710005476,98000
full_s1,full,nash,q_learning,1,5000,2000,8,9,0.044154261800074035,0.9261855280339797,1.0851965640184733,-0.057233189524770745,-0.045508275061362166,0.663766500998463,0.7042277619984816,128000
full_s1,full,nash,q_learning,1,5000,2000,9,10,0.04883005627803789,1.0519366002116892,1.2946368323054036,-0.0539571073223014,-0.04692838427861629,0.7005150380009582,0.7453329319996556,162000
full_s1,full,nash,q_learning,1,5000,2000,10,11,0.039933640873732135,1.5176854554178907,1.4289305160374537,-0.05379863216894143,-0.04808281672265086,0.6769734230001632,0.7281987949991162,200000
full_s1,full,nash,q_learning,1,5000,2000,11,12,0.03157522758721354,1.2708682323013418,1.327230369661956,-0.05637002260721547,-0.048218730080130036,0.6871741590002785,0.7422701380000944,242000
full_s1,full,nash,q_learning,1,5000,2000,12,13,0.026846576633524064,1.3451606498265967,1.3589746101552522,-0.05552656035202811,-0.04685759751027914,0.5221373179992952,0.5830990680005925,288000
full_s2,full,nash,q_learning,2,5000,2000,1,2,0.9166666666666665,-0.0,-0.0,0.12500000000000006,0.14650000000000002,0.4982749489990965,0.5160022639993258,2000
full_s2,full,nash,q_learning,2,5000,2000,2,3,0.8333333333333333,-0.0,-0.0,-0.16666666666666663,-0.1545,0.4761607679993176,0.4885038890006399,8000
full_s2,full,nash,q_learning,2,5000,2000,3,4,0.33333333333333337,-0.0,-0.0,-0.08333333333333331,-0.052500000000000005,0.4128858419990138,0.4291480230003799,18000
full_s2,full,nash,q_learning,2,5000,2000,4,5,0.2670087696179506,0.8990812429922878,0.9997696684172367,0.03725025462120688,0.03419368362711813,0.4178389349999634,0.4349393480006256,32000
full_s2,full,nash,q_learning,2,5000,2000,5,6,0.1775368222197587,0.9684398000179819,0.9976455072930481,-0.00840866255097664,-0.005720563780575075,0.42234658999950625,0.43925819499963836,50000
full_s2,full,nash,q_learning,2,5000,2000,6,7,0.12036496776112575,1.0738887875380811,1.0255586363884457,-0.05775816221491119,-0.061483082452765694,0.4366063799989206,0.4551613579988043,72000
full_s2,full,nash,q_learning,2,5000,2000,7,8,0.039331982855280674,0.9072504178961834,1.0893941222225818,-0.05588737827190453,-0.056664903312399546,0.3975229830011813,0.42309869400014577,98000
full_s2,full,nash,q_learning,2,5000,2000,8,9,0.03664059085954127,0.9243558402549846,1.095332000974699,-0.05486927023168722,-0.05591718970349775,0.43690179999975953,0.4603363589994842,128000
full_s2,full,nash,q_learning,2,5000,2000,9,10,0.04743570033951783,1.2380007401436077,1.2772006188427216,-0.05546086666436335,-0.057386917454872635,0.44467443599933176,0.47244062900063,162000
full_s2,full,nash,q_learning,2,5000,2000,10,11,0.046443208293951085,1.4039319388955525,1.3071547257898675,-0.05538830669926241,-0.05744272021331931,0.4402184760001546,0.4656809690004593,200000
full_s2,full,nash,q_learning,2,5000,2000,11,12,0.035573022287241574,1.5406174571806748,1.3272629204166233,-0.05525217455333899,-0.05762224120890573,0.4574032559994521,0.48531937900042976,242000
full_s2,full,nash,q_learning,2,5000,2000,12,13,0.03478360221241791,1.169913208771906,1.4238002002860282,-0.0553169443789287,-0.058100371551071193,0.4221783539996977,0.4556598999988637,288000
full_s3,full,nash,q_learning,3,5000,2000,1,2,0.9166666666666665,-0.0,-0.0,0.12500000000000006,0.0495,0.6061385270004394,0.6209994330001791,2000
full_s3,full,nash,q_learning,3,5000,2000,2,3,0.8333333333333333,-0.0,-0.0,-0.16666666666666663,-0.149,0.7159739379985695,0.7340060020014789,8000
full_s3,full,nash,q_learning,3,5000,2000,3,4,0.33333333333333337,-0.0,-0.0,-0.08333333333333331,-0.051000000000000004,0.5876554410006065,0.6087648940010695,18000
full_s3,full,nash,q_learning,3,5000,2000,4,5,0.25087207308873777,0.8970684714112582,1.014448435914837,0.036397512400465126,0.03576797291602752,0.6470055959998717,0.6724086570011423,32000
full_s3,full,nash,q_learning,3,5000,2000,5,6,0.1962068965517242,0.6055131178666258,0.6221020429349773,-0.03980420134760208,-0.02583793103448275,0.6413841610010422,0.6683493590007856,50000
full_s3,full,nash,q_learning,3,5000,2000,6,7,0.128269276482485,1.3160406537281324,1.2879064787829564,-0.03142981445172084,-0.026198482249983494,0.6858380009998655,0.7220899490002921,72000
full_s3,full,nash,q_learning,3,5000,2000,7,8,0.1053446669941294,1.1733442308059585,1.3097595878389259,-0.03574067243156352,-0.02679633257265685,0.6573988050004118,0.697563996000099,98000
full_s3,full,nash,q_learning,3,5000,2000,8,9,0.12095791000272349,1.129191153529716,1.2757162892366636,-0.03379476574495836,-0.03573018742422639,0.5794166680007038,0.6195256299997709,128000
